Store Number,City,State/Province,Country,Longitude,Latitude
16971-170564,Calgary,AB,CA,-114.04,50.88
47032-252217,Calgary,AB,CA,-114.17,51.04
3494-141218,Calgary,AB,CA,-114.01,51.12
4325-1513,Calgary,AB,CA,-114.2,51.13
74853-100964,Calgary,AB,CA,-113.98,51.05
4411-9638,Calgary,AB,CA,-114.07,50.96
4734-104317,Calgary,AB,CA,-114.07,51.05
4275-64439,Calgary,AB,CA,-114.17,51.01
4316-1681,Calgary,AB,CA,-114.06,51.06
4543-95050,Calgary,AB,CA,-114.06,51.16
4280-1000,Calgary,AB,CA,-114.08,51.01
4273-876,Calgary,AB,CA,-114.1,50.97
1549-108548,Calgary,AB,CA,-114.06,51.07
4567-96456,Calgary,AB,CA,-114.04,51.05
74832-99496,Calgary,AB,CA,-114.1,51.06
75779-94250,Calgary,AB,CA,-114.01,51.13
4244-877,Calgary,AB,CA,-114.14,51.1
4242-875,Calgary,AB,CA,-114.09,51.05
74471-96065,Calgary,AB,CA,-113.96,50.93
79555-106107,Calgary,AB,CA,-114.06,50.95
4736-103822,Calgary,AB,CA,-114.07,51.05
79566-103261,Calgary,AB,CA,-114.01,50.98
17310-177744,Calgary,AB,CA,-114.1,51.03
26826-244166,Calgary,AB,CA,-113.91,51.04
4324-1302,Calgary,AB,CA,-114.07,50.91
4272-1075,Calgary,AB,CA,-114.07,51.03
75596-80782,Calgary,AB,CA,-114.01,51.13
47118-238035,Calgary,AB,CA,-114.01,51.13
4876-107838,Calgary,AB,CA,-114.06,50.9
4988-139545,Calgary,AB,CA,-114.07,50.97
4781-104565,Calgary,AB,CA,-114.14,51.01
4446-79061,Calgary,AB,CA,-114.08,50.99
4930-106303,Calgary,AB,CA,-113.98,51.08
4392-12831,Calgary,AB,CA,-114.07,51
3138-135605,Calgary,AB,CA,-114.06,50.95
4601-97847,Calgary,AB,CA,-114.04,50.98
4413-13201,Calgary,AB,CA,-114.11,51.02
4878-119106,Calgary,AB,CA,-114.07,51.05
72478-15113,Calgary,AB,CA,-114.01,51.13
4853-107841,Calgary,AB,CA,-113.95,50.91
74854-100260,Calgary,AB,CA,-114.14,51.02
74714-97382,Calgary,AB,CA,-114.16,51.11
4917-119105,Calgary,AB,CA,-114.21,51.04
4619-98394,Calgary,AB,CA,-114.07,50.91
4423-63940,Calgary,AB,CA,-114.09,51.07
74746-97383,Calgary,AB,CA,-114.1,50.97
4602-94979,Calgary,AB,CA,-113.97,50.93
4504-93340,Calgary,AB,CA,-114.17,51.02
23241-227404,Calgary,AB,CA,-114.08,50.96
79698-120206,Calgary,AB,CA,-114.16,51.08
74985-102401,Calgary,AB,CA,-114.17,51.01
7196-145352,Calgary,AB,CA,-114.06,51.04
70002-120504,Calgary,AB,CA,-114.01,51.13
4403-15393,Calgary,AB,CA,-114.14,51.04
4559-95425,Calgary,AB,CA,-114.15,51.08
4864-103821,Calgary,AB,CA,-114.13,51.16
75976-100261,Calgary,AB,CA,-114.07,51.05
4848-107725,Calgary,AB,CA,-114.07,51.05
22865-223125,Calgary,AB,CA,-114.07,51.05
4399-29216,Calgary,AB,CA,-114.07,51.15
74942-102406,Calgary,AB,CA,-114.07,51.13
4819-105807,Calgary,AB,CA,-114.07,51.04
22945-207164,Calgary,AB,CA,-114.03,51.1
17004-164724,Calgary,AB,CA,-114.21,51.15
74744-97387,Calgary,AB,CA,-114.12,50.94
4383-14851,Calgary,AB,CA,-114.16,51.14
16972-175068,Calgary,AB,CA,-114.16,51.09
28637-250185,Calgary,AB,CA,-114.16,51.08
74907-101612,Calgary,AB,CA,-114.2,51.13
4099-105511,Calgary,AB,CA,-114.01,50.96
4134-141704,Calgary,AB,CA,-114.21,51.04
4261-929,Calgary,AB,CA,-114.08,51.04
15548-64121,Calgary,AB,CA,-114.13,51.07
47120-238037,Calgary,AB,CA,-114.01,51.13
18259-176605,Calgary,AB,CA,-114.13,51.07
28463-250183,Calgary,AB,CA,-113.98,51.06
4382-16455,Calgary,AB,CA,-114.07,51.05
4412-48899,Calgary,AB,CA,-114.07,51.05
75487-115268,Calgary,AB,CA,-114.09,51.06
4537-95048,Calgary,AB,CA,-114.11,50.91
27311-246876,Calgary,AB,CA,-113.95,50.88
4935-121504,Calgary,AB,CA,-114.07,51.05
74831-99495,Calgary,AB,CA,-114.12,51.02
4809-103829,Calgary,AB,CA,-114.07,51.05
4735-104203,Calgary,AB,CA,-114.08,51.05
74484-96467,Calgary,AB,CA,-114.17,51.07
72476-4596,Calgary,AB,CA,-114.06,51.04
4875-119885,Calgary,AB,CA,-114.05,51.05
4725-99845,Calgary,AB,CA,-113.98,51.07
28155-241104,Calgary,AB,CA,-114.13,51.07
4250-932,Calgary,AB,CA,-114.16,51.1
20883-207365,Calgary,AB,CA,-114.21,51.08
4844-110584,Calgary,AB,CA,-114.09,51.04
4385-2785,Calgary,AB,CA,-113.99,51.08
4587-96728,Calgary,AB,CA,-114.06,51.05
4447-77821,Calgary,AB,CA,-114.07,51
26267-206924,Calgary,AB,CA,-114.03,51.15
4437-75580,Calgary,AB,CA,-114.08,51.04
18774-159648,Calgary,AB,CA,-114.06,51.04
4769-103376,Calgary,AB,CA,-114.2,51.13
74971-103259,Camrose,AB,CA,-112.86,53.02
4197-140458,Camrose,AB,CA,-112.86,53.02
4462-86400,Canmore,AB,CA,-115.36,51.09
79562-106106,Canmore,AB,CA,-115.36,51.09
19164-169105,Chestermere,AB,CA,-113.83,51.05
74688-96475,Chestermere,AB,CA,-113.82,51.05
4626-99131,Cochrane,AB,CA,-114.47,51.19
74829-100385,Cochrane,AB,CA,-114.48,51.19
4931-125724,Edmonton,AB,CA,-113.51,53.42
4390-20920,Edmonton,AB,CA,-113.29,53.53
74483-96466,Edmonton,AB,CA,-113.46,53.52
23089-214744,Edmonton,AB,CA,-113.5,53.49
74961-102938,Edmonton,AB,CA,-113.47,53.57
48302-256337,Edmonton,AB,CA,-113.49,53.55
4778-106692,Edmonton,AB,CA,-113.49,53.54
4467-250431,Edmonton,AB,CA,-113.49,53.54
4857-108302,Edmonton,AB,CA,-113.5,53.54
4334-1770,Edmonton,AB,CA,-113.5,53.52
16457-159644,Edmonton,AB,CA,-113.53,53.53
4974-138245,Edmonton,AB,CA,-113.49,53.6
4360-6146,Edmonton,AB,CA,-113.51,53.54
4712-102814,Edmonton,AB,CA,-113.62,53.54
28112-248985,Edmonton,AB,CA,-113.64,53.52
79595-108551,Edmonton,AB,CA,-113.49,53.6
4404-30259,Edmonton,AB,CA,-113.54,53.54
4311-825,Edmonton,AB,CA,-113.51,53.55
4969-122128,Edmonton,AB,CA,-113.54,53.62
4622-97838,Edmonton,AB,CA,-113.61,53.5
29867-240906,Edmonton,AB,CA,-113.5,53.57
4618-98388,Edmonton,AB,CA,-113.52,53.57
79591-102936,Edmonton,AB,CA,-113.52,53.55
79612-102940,Edmonton,AB,CA,-113.43,53.54
4797-251564,Edmonton,AB,CA,-113.37,53.48
4289-776,Edmonton,AB,CA,-113.49,53.46
4096-130484,Edmonton,AB,CA,-113.5,53.54
22119-214745,Edmonton,AB,CA,-113.52,53.52
28548-250125,Edmonton,AB,CA,-113.62,53.52
4672-100582,Edmonton,AB,CA,-113.5,53.54
47435-247117,Edmonton,AB,CA,-113.41,53.63
4108-139065,Edmonton,AB,CA,-113.49,53.6
4505-93335,Edmonton,AB,CA,-113.48,53.45
74500-96848,Edmonton,AB,CA,-113.42,53.6
4479-91365,Edmonton,AB,CA,-113.57,53.45
75483-108258,Edmonton,AB,CA,-113.51,53.57
4528-93524,Edmonton,AB,CA,-113.5,53.52
47083-256668,Edmonton,AB,CA,-113.61,53.44
15390-153487,Edmonton,AB,CA,-113.51,53.56
4331-1859,Edmonton,AB,CA,-113.63,53.52
48191-261884,Edmonton,AB,CA,-113.45,53.6
5015-145348,Edmonton,AB,CA,-113.53,53.52
20542-188767,Edmonton,AB,CA,-113.62,53.44
74970-102935,Edmonton,AB,CA,-113.51,53.45
74878-100505,Edmonton,AB,CA,-113.58,53.54
4907-103832,Edmonton,AB,CA,-113.67,53.49
4784-103640,Edmonton,AB,CA,-113.68,53.51
74760-97397,Edmonton,AB,CA,-113.52,53.49
4541-94177,Edmonton,AB,CA,-113.49,53.54
15628-157391,Edmonton,AB,CA,-113.52,53.52
16810-170744,Edmonton,AB,CA,-113.42,53.54
4670-100005,Edmonton,AB,CA,-113.43,53.45
4286-775,Edmonton,AB,CA,-113.58,53.54
20081-188768,Edmonton,AB,CA,-113.54,53.63
29208-238104,Edmonton,AB,CA,-113.53,53.55
4630-99174,Edmonton,AB,CA,-113.52,53.46
4375-10283,Edmonton,AB,CA,-113.5,53.51
4450-82541,Edmonton,AB,CA,-113.56,53.6
4671-100371,Edmonton,AB,CA,-113.53,53.54
70001-123124,Edmonton,AB,CA,-113.49,53.55
21476-177684,Edmonton,AB,CA,-113.41,53.47
19822-199289,Edmonton,AB,CA,-113.5,53.55
17200-172924,Edmonton,AB,CA,-113.49,53.55
5021-147847,Edmonton,AB,CA,-113.59,53.52
15190-149864,Edmonton,AB,CA,-113.41,53.61
4301-777,Edmonton,AB,CA,-113.62,53.54
16314-168765,Edmonton,AB,CA,-113.53,53.53
79611-102933,Edmonton,AB,CA,-113.59,53.47
74935-102407,Edmonton,AB,CA,-113.55,53.56
50329-273645,Edmonton,AB,CA,-113.42,53.42
74842-99498,Edmonton,AB,CA,-113.62,53.53
4820-30260,Edmonton,AB,CA,-113.49,53.45
6066-148788,Edmonton,AB,CA,-113.62,53.52
4837-103833,Edmonton,AB,CA,-113.49,53.47
4939-128484,Edmonton,AB,CA,-113.43,53.62
4680-101115,Edmonton,AB,CA,-113.62,53.53
16391-168430,Edmonton,AB,CA,-113.6,53.43
15557-155985,Edmonton,AB,CA,-113.51,53.49
4943-120324,Edmonton,AB,CA,-113.48,53.43
70000-120609,Edmonton,AB,CA,-113.49,53.55
74933-102399,Fort McMurray,AB,CA,-111.43,56.73
21144-188664,Fort McMurray,AB,CA,-111.44,56.76
22041-209287,Fort McMurray,AB,CA,-111.15,56.66
16767-163525,Fort McMurray,AB,CA,-111.36,56.72
74751-97790,Fort McMurray,AB,CA,-111.37,56.72
74830-100386,Fort Saskatchewan,AB,CA,-113.21,53.69
5039-149606,Fort Saskatchewan,AB,CA,-113.22,53.69
74747-97963,Grand Prairie,AB,CA,-118.79,55.18
74840-100563,Grand Prairie,AB,CA,-118.79,55.16
4845-108630,Grande Prairie,AB,CA,-118.8,55.14
4838-108631,Grande Prairie,AB,CA,-118.77,55.17
4534-94624,Grande Prairie,AB,CA,-118.82,55.17
70316-102937,Hinton,AB,CA,-117.59,53.41
74715-97393,Leduc,AB,CA,-113.55,53.27
17600-171685,Leduc,AB,CA,-113.55,53.27
74730-97380,Lethbridge,AB,CA,-112.89,49.69
4839-107715,Lethbridge,AB,CA,-112.8,49.68
74499-97331,Lethbridge,AB,CA,-112.79,49.67
4628-97843,Lethbridge,AB,CA,-112.89,49.69
4372-10792,Lethbridge,AB,CA,-112.84,49.7
20581-108547,Lethbridge,AB,CA,-112.87,49.68
4959-105052,Lloydminster,AB,CA,-110.06,53.28
22466-220884,Lloydminster,AB,CA,-110.01,53.28
4900-119884,Medicine Hat,AB,CA,-110.65,50
79645-113146,Medicine Hat,AB,CA,-110.69,50.03
4677-101293,Medicine Hat,AB,CA,-110.66,50.01
49103-265264,North Lethbridge,AB,CA,-112.83,49.7
4532-94881,Okotoks,AB,CA,-113.97,50.71
74752-97381,Okotoks,AB,CA,-113.98,50.72
23362-229225,Red Deer,AB,CA,-113.81,52.24
79542-102931,Red Deer,AB,CA,-113.81,52.26
28766-250186,Red Deer,AB,CA,-113.81,52.25
4337-1931,Red Deer,AB,CA,-113.82,52.24
17770-182188,Red Deer,AB,CA,-113.82,52.25
4631-97848,Red Deer,AB,CA,-113.81,52.29
18732-189726,Red Deer,AB,CA,-113.77,52.29
4634-99283,Red Deer,AB,CA,-113.84,52.29
16944-165970,Red Deer County,AB,CA,-113.82,52.21
28636-250187,Rocky View,AB,CA,-113.99,51.2
5063-145250,Rocky View,AB,CA,-113.99,51.21
74748-97396,Sherwood Park,AB,CA,-113.32,53.51
74749-97398,Sherwood Park,AB,CA,-113.3,53.53
18977-185484,Sherwood Park,AB,CA,-113.27,53.57
17357-167527,Sherwood Park,AB,CA,-113.32,53.56
4362-5763,Sherwood Park,AB,CA,-113.31,53.54
16768-154344,Sherwood Park,AB,CA,-113.31,53.51
74784-97801,Spruce Grove,AB,CA,-113.91,53.54
15607-155027,Spruce Grove,AB,CA,-113.88,53.54
4738-102813,Spruce Grove,AB,CA,-113.93,53.54
16459-159649,St Albert,AB,CA,-113.58,53.65
79600-102408,St Albert,AB,CA,-113.63,53.64
23363-229224,St. Albert,AB,CA,-113.64,53.67
4519-81741,St. Albert,AB,CA,-113.61,53.62
4330-1870,St. Albert,AB,CA,-113.63,53.65
4995-137685,St. Albert,AB,CA,-113.62,53.65
4752-103831,St. Albert,AB,CA,-113.63,53.65
74750-97800,Stony Plain,AB,CA,-113.98,53.54
18873-180064,Strathmore,AB,CA,-113.39,51.04
79531-103262,Wetaskiwin,AB,CA,-113.39,52.96
16484-136290,Abbotsford,BC,CA,-122.22,49.04
4442-78640,Abbotsford,BC,CA,-122.27,49.04
1633-104763,Abbotsford,BC,CA,-122.31,49.05
28177-250445,Abbotsford,BC,CA,-122.29,49.04
4661-99980,Abbotsford,BC,CA,-122.27,49.03
70080-103268,Abbotsford,BC,CA,-122.31,49.04
18623-164186,Abbotsford,BC,CA,-122.38,49.06
20322-198464,Abbotsford,BC,CA,-122.46,49.06
4236-552,Abbotsford,BC,CA,-122.32,49.05
26135-243089,Abbotsford,BC,CA,-122.27,49.04
74876-100963,Abbotsford,BC,CA,-122.32,49.05
4623-98618,Abbotsford,BC,CA,-122.38,49.06
79692-120228,Aldergrove,BC,CA,-122.46,49.06
21731-200386,Burnaby,BC,CA,-122.92,49.28
4660-100750,Burnaby,BC,CA,-123.01,49.26
79644-107081,Burnaby,BC,CA,-122.97,49.28
4431-63939,Burnaby,BC,CA,-123,49.27
29966-256054,Burnaby,BC,CA,-123,49.23
74720-96049,Burnaby,BC,CA,-123,49.28
4610-45179,Burnaby,BC,CA,-123,49.23
4739-103079,Burnaby,BC,CA,-123,49.23
4212-1703,Burnaby,BC,CA,-123,49.23
4821-104450,Burnaby,BC,CA,-122.98,49.2
4923-108672,Burnaby,BC,CA,-122.98,49.26
9039-138386,Burnaby,BC,CA,-123,49.27
3067-137671,Burnaby,BC,CA,-123.02,49.25
29914-253954,Burnaby,BC,CA,-123,49.27
4453-82766,Burnaby,BC,CA,-122.97,49.28
4274-565,Burnaby,BC,CA,-122.89,49.25
4428-62582,Burnaby,BC,CA,-123,49.23
22867-224828,Burnaby,BC,CA,-122.91,49.28
29965-256056,Burnaby,BC,CA,-123,49.23
4873-114186,Burnaby,BC,CA,-122.98,49.2
28228-250198,Burnaby,BC,CA,-123,49.23
4539-94946,Burnaby,BC,CA,-122.96,49.22
74839-99492,Burnaby,BC,CA,-122.9,49.25
21341-209288,Burnaby,BC,CA,-122.97,49.25
127-168,Burnaby,BC,CA,-123.01,49.28
4293-556,Campbell River,BC,CA,-125.25,50.03
4792-106467,Campbell River,BC,CA,-125.25,50.03
5031-147306,Castlegar,BC,CA,-117.66,49.3
4782-105765,Chilliwack,BC,CA,-121.96,49.11
4840-238618,Chilliwack,BC,CA,-121.96,49.17
189-141,Chilliwack,BC,CA,-121.95,49.17
4443-76420,Chilliwack,BC,CA,-121.96,49.14
74844-96803,Chilliwack,BC,CA,-121.96,49.14
16765-160404,Chilliwack,BC,CA,-121.98,49.15
74898-100956,Chilliwack,BC,CA,-121.96,49.16
26373-238617,Chilliwack,BC,CA,-121.96,49.1
177-239,Clearbrook,BC,CA,-122.32,49.05
4775-103544,Cloverdale,BC,CA,-122.73,49.12
4499-91240,Coquitlam,BC,CA,-122.82,49.25
4421-61619,Coquitlam,BC,CA,-122.8,49.28
4825-108844,Coquitlam,BC,CA,-122.8,49.3
167-20,Coquitlam,BC,CA,-122.8,49.28
4435-70260,Coquitlam,BC,CA,-122.84,49.26
4655-100369,Coquitlam,BC,CA,-122.81,49.28
136-169,Coquitlam,BC,CA,-122.76,49.27
16715-170124,Coquitlam,BC,CA,-122.84,49.23
74145-25829,Coquitlam,BC,CA,-122.79,49.28
17337-163346,Courtenay,BC,CA,-124.96,49.71
4475-89080,Courtenay,BC,CA,-124.99,49.68
4894-119405,Cranbrook,BC,CA,-115.75,49.53
74943-103267,Cranbrook,BC,CA,-115.77,49.51
27064-246614,Dawson Creek,BC,CA,-120.22,55.75
74974-103270,Dawson Creek,BC,CA,-120.22,55.75
4615-98529,Delta,BC,CA,-123.13,49.01
4483-88804,Delta,BC,CA,-122.89,49.12
79646-108553,Delta,BC,CA,-122.89,49.12
183-142,Delta,BC,CA,-123.08,49.09
120-171,Delta,BC,CA,-122.89,49.13
74897-99491,Delta,BC,CA,-123.08,49.09
4847-100916,Duncan,BC,CA,-123.71,48.79
134-200,Duncan,BC,CA,-123.7,48.78
74469-95981,Duncan,BC,CA,-123.7,48.78
26136-242986,Edmonton,BC,CA,-113.51,53.54
22729-216504,Fernie,BC,CA,-115.06,49.51
74828-99754,Fort St John,BC,CA,-120.85,56.24
4520-213505,Gibsons,BC,CA,-123.53,49.41
74812-99780,Kamloops,BC,CA,-120.35,50.67
4216-43,Kamloops,BC,CA,-120.35,50.67
15686-157767,Kamloops,BC,CA,-120.37,50.65
4364-6546,Kamloops,BC,CA,-120.38,50.65
21339-210884,Kamloops,BC,CA,-120.36,50.67
74753-97373,Kamloops,BC,CA,-120.36,50.7
4632-98607,Kamloops,BC,CA,-120.33,50.67
4691-99966,Kamloops,BC,CA,-120.36,50.66
4975-132024,Kamloops,BC,CA,-120.28,50.68
4913-101291,Kamloops,BC,CA,-120.36,50.7
138-23,Kelowna,BC,CA,-119.49,49.86
79563-103174,Kelowna,BC,CA,-119.49,49.89
28655-250203,Kelowna,BC,CA,-119.44,49.88
4641-99593,Kelowna,BC,CA,-119.49,49.84
4852-100915,Kelowna,BC,CA,-119.48,49.88
140-2120,Kelowna,BC,CA,-119.44,49.88
4866-113885,Kelowna,BC,CA,-119.47,49.87
4482-89003,Kelowna,BC,CA,-119.43,49.89
4398-28347,Kelowna,BC,CA,-119.5,49.89
4100-132104,Kelowna,BC,CA,-119.39,49.95
4640-99641,Kelowna,BC,CA,-119.41,49.9
4201-209164,Kelowna,BC,CA,-119.39,49.89
5077-140164,Kelowna,BC,CA,-119.43,49.95
74774-97794,Kelowna,BC,CA,-119.43,49.88
18727-181424,Kelowna,BC,CA,-119.44,49.92
70369-128724,Ladysmith,BC,CA,-123.8,48.98
17772-182189,Langely,BC,CA,-122.66,49.11
4422-64599,Langford,BC,CA,-123.5,48.46
4658-100562,Langford,BC,CA,-123.51,48.44
4785-104821,Langford,BC,CA,-123.5,48.45
4713-100741,Langley,BC,CA,-122.66,49.16
15166-151569,Langley,BC,CA,-122.67,49.11
4577-96689,Langley,BC,CA,-122.66,49.11
4299-1378,Langley,BC,CA,-122.67,49.11
4481-89662,Langley,BC,CA,-122.65,49.1
4721-103479,Langley,BC,CA,-122.67,49.08
4726-101459,Langley,BC,CA,-122.67,49.16
74754-97377,Langley,BC,CA,-122.67,49.11
4231-39,Langley,BC,CA,-122.64,49.16
74461-95602,Langley,BC,CA,-122.64,49.1
4558-95730,Langley,BC,CA,-122.67,49.13
27236-246106,Langley,BC,CA,-122.67,49.11
4727-103669,Maple Ridge,BC,CA,-122.56,49.22
147-19,Maple Ridge,BC,CA,-122.59,49.22
4529-94428,Maple Ridge,BC,CA,-122.59,49.22
195-954,Maple Ridge,BC,CA,-122.66,49.22
74146-28935,Maple Ridge,BC,CA,-122.66,49.22
4826-108633,Merritt,BC,CA,-120.76,50.12
79694-120227,Mission,BC,CA,-122.32,49.13
4345-791,Mission,BC,CA,-122.32,49.13
4987-133207,Nanaimo,BC,CA,-124.04,49.23
4741-100791,Nanaimo,BC,CA,-123.95,49.18
4989-133209,Nanaimo,BC,CA,-123.95,49.16
4964-133208,Nanaimo,BC,CA,-123.96,49.19
16811-163345,Nanaimo,BC,CA,-123.93,49.16
4554-95426,Nanaimo,BC,CA,-124.01,49.21
4393-22801,Nanaimo,BC,CA,-124.05,49.24
74845-100503,Nelson,BC,CA,-117.28,49.5
79718-128727,New Westminster,BC,CA,-122.91,49.22
4810-107004,New Westminster,BC,CA,-122.89,49.23
16633-168428,New Westminster,BC,CA,-122.9,49.21
181-233,New Westminster,BC,CA,-122.92,49.21
17113-113925,New Westminster,BC,CA,-122.91,49.2
137-22,New Westminster,BC,CA,-122.91,49.22
4599-96885,New Westminster,BC,CA,-122.95,49.19
19783-136269,New Westminster,BC,CA,-122.89,49.22
74889-99486,New Westminster,BC,CA,-122.92,49.21
7149-136086,New Westminster,BC,CA,-122.92,49.2
4204-31,New Westminster,BC,CA,-122.91,49.2
182-143,North Vancouver,BC,CA,-123.07,49.32
161-190,North Vancouver,BC,CA,-123.04,49.31
172-237,North Vancouver,BC,CA,-123.04,49.34
79607-97796,North Vancouver,BC,CA,-123.09,49.33
4919-125004,North Vancouver,BC,CA,-123.04,49.31
4728-103755,North Vancouver,BC,CA,-123.07,49.32
4440-75600,North Vancouver,BC,CA,-123.1,49.32
4563-96073,North Vancouver,BC,CA,-123.08,49.31
74965-103271,North Vancouver,BC,CA,-122.97,49.32
180-240,North Vancouver,BC,CA,-122.95,49.31
170-49,North Vancouver,BC,CA,-123.1,49.34
4714-101455,North Vancouver,BC,CA,-123.07,49.34
141-227,North Vancouver,BC,CA,-123.11,49.32
4707-101288,North Vancouver,BC,CA,-123.08,49.31
4643-99833,Parksville,BC,CA,-124.3,49.32
74378-92181,Penticton,BC,CA,-119.59,49.48
4616-98531,Penticton,BC,CA,-119.59,49.5
4224-44,Penticton,BC,CA,-119.58,49.47
4972-104887,Penticton,BC,CA,-119.62,49.5
4269-1257,Pitt Meadows,BC,CA,-122.69,49.23
4686-99705,Port Alberni,BC,CA,-124.79,49.27
4415-45260,Port Coquitlam,BC,CA,-122.78,49.26
18235-152330,Port Coquitlam,BC,CA,-122.74,49.25
4682-100790,Port Coquitlam,BC,CA,-122.77,49.26
74462-95599,Port Coquitlam,BC,CA,-122.78,49.27
27291-246105,Port Coquitlam,BC,CA,-122.76,49.24
4895-104704,Port Moody,BC,CA,-122.83,49.28
143-17,Port Moody,BC,CA,-122.83,49.28
126-170,Port Moody,BC,CA,-122.86,49.28
79575-106737,Powell River,BC,CA,-124.52,49.84
4705-101307,Powell River,BC,CA,-124.52,49.84
4419-58659,Prince George,BC,CA,-122.78,53.92
4590-97211,Prince George,BC,CA,-122.78,53.91
4452-79463,Prince George,BC,CA,-122.78,53.87
4042-138017,Prince George,BC,CA,-122.74,53.91
4746-101457,Prince George,BC,CA,-122.78,53.9
74759-97791,Prince Rupert,BC,CA,-130.32,54.31
70370-128726,Quesnel,BC,CA,-122.5,52.98
25806-242506,Revelstoke,BC,CA,-118.22,51.01
79539-97379,Richmond,BC,CA,-123.18,49.15
4429-65420,Richmond,BC,CA,-123.09,49.13
163-250,Richmond,BC,CA,-123.14,49.17
4687-100789,Richmond,BC,CA,-123.18,49.12
72345-6248,Richmond,BC,CA,-123.18,49.19
4466-86440,Richmond,BC,CA,-123.08,49.19
4849-103752,Richmond,BC,CA,-123.13,49.19
2026-107084,Richmond,BC,CA,-123.14,49.17
72416-3788,Richmond,BC,CA,-123.18,49.19
178-78,Richmond,BC,CA,-123.16,49.15
75952-106531,Richmond,BC,CA,-123.18,49.19
72343-6246,Richmond,BC,CA,-123.18,49.2
28460-250202,Richmond,BC,CA,-123.14,49.17
125-167,Richmond,BC,CA,-123.14,49.14
4349-1305,Richmond,BC,CA,-123.18,49.17
3646-142867,Richmond,BC,CA,-123.18,49.19
72112-2995,Richmond,BC,CA,-123.15,49.17
72346-6249,Richmond,BC,CA,-123.18,49.2
79604-107924,Richmond,BC,CA,-123.16,49.16
4426-63922,Richmond,BC,CA,-123.14,49.17
79781-133528,Saanich,BC,CA,-123.39,48.45
25625-240506,Saanich,BC,CA,-123.38,48.46
17191-176384,Salmon Arm,BC,CA,-119.3,50.69
4673-99704,Sechelt,BC,CA,-123.75,49.47
74955-103265,Sidney,BC,CA,-123.4,48.65
4262-779,Sidney,BC,CA,-123.4,48.65
16202-168426,Sidney,BC,CA,-123.43,48.64
79648-107923,Smithers,BC,CA,-127.19,54.82
194-140,South Surrey,BC,CA,-122.8,49.03
4560-95697,Squamish,BC,CA,-123.13,49.74
4243-41,Squamish,BC,CA,-123.15,49.7
74729-97793,Surrey,BC,CA,-122.89,49.14
28336-250169,Surrey,BC,CA,-122.8,49.19
70382-128708,Surrey,BC,CA,-122.85,49.19
139-24,Surrey,BC,CA,-122.73,49.1
79695-115465,Surrey,BC,CA,-122.84,49.13
4593-97123,Surrey,BC,CA,-122.8,49.05
142-25,Surrey,BC,CA,-122.87,49.03
18290-186230,Surrey,BC,CA,-122.78,49.05
21565-204745,Surrey,BC,CA,-122.84,49.18
4811-104761,Surrey,BC,CA,-122.78,49.2
4976-128764,Surrey,BC,CA,-122.89,49.16
74757-97374,Surrey,BC,CA,-122.8,49.05
4406-29575,Surrey,BC,CA,-122.8,49.06
4783-100748,Surrey,BC,CA,-122.8,49.1
19771-170812,Surrey,BC,CA,-122.8,49.19
144-16,Surrey,BC,CA,-122.84,49.14
17256-103543,Surrey,BC,CA,-122.74,49.11
4468-84041,Surrey,BC,CA,-122.8,49.19
22435-204730,Surrey,BC,CA,-122.84,49.18
4715-101540,Surrey,BC,CA,-122.87,49.18
4473-190624,Surrey,BC,CA,-122.8,49.19
4596-97669,Surrey,BC,CA,-122.81,49.06
74758-97376,Surrey,BC,CA,-122.8,49.16
4255-961,Surrey,BC,CA,-122.84,49.19
4620-97785,Surrey,BC,CA,-122.7,49.12
4105-119524,Surrey,BC,CA,-122.78,49.16
4941-104025,Surrey,BC,CA,-122.85,49.19
4865-104880,Surrey,BC,CA,-122.78,49.05
28657-250247,Surrey,BC,CA,-122.84,49.19
175-242,Surrey,BC,CA,-122.8,49.16
79577-100502,Terrace,BC,CA,-128.59,54.52
133-256084,Tsawwassen,BC,CA,-123.07,49.02
48933-263304,Tsawwassen,BC,CA,-123.08,49.04
74156-31602,Tsawwassen,BC,CA,-123.07,49.02
4359-1858,Vancouver,BC,CA,-123.12,49.27
75973-92562,Vancouver,BC,CA,-123.13,49.29
4576-96682,Vancouver,BC,CA,-123.15,49.27
4410-30299,Vancouver,BC,CA,-123.12,49.28
4454-82765,Vancouver,BC,CA,-123.15,49.27
74811-99382,Vancouver,BC,CA,-123.13,49.25
75264-94935,Vancouver,BC,CA,-123.25,49.26
4625-98621,Vancouver,BC,CA,-123.12,49.29
166-108,Vancouver,BC,CA,-123.17,49.26
4008-106736,Vancouver,BC,CA,-123.12,49.29
4603-97841,Vancouver,BC,CA,-123.14,49.27
4578-96122,Vancouver,BC,CA,-123.05,49.28
79546-102430,Vancouver,BC,CA,-123.14,49.29
4420-29378,Vancouver,BC,CA,-123.24,49.27
4890-108884,Vancouver,BC,CA,-123.12,49.29
75829-58840,Vancouver,BC,CA,-123.1,49.37
188-126,Vancouver,BC,CA,-123.13,49.25
22373-199293,Vancouver,BC,CA,-123.25,49.27
4391-17174,Vancouver,BC,CA,-123.12,49.29
4464-85803,Vancouver,BC,CA,-123.09,49.23
4579-96729,Vancouver,BC,CA,-123.13,49.28
15222-153824,Vancouver,BC,CA,-123.12,49.29
4553-101499,Vancouver,BC,CA,-123.05,49.23
145-26,Vancouver,BC,CA,-123.12,49.23
193-131,Vancouver,BC,CA,-123.12,49.26
