magnitude,state,country,longitude,latitude,year
2.4,,Russia,-172.2623,64.3699,2018
3.1,OR,US,-127.699,43.6648,2018
4,OR,US,-127.4857,43.6254,2018
2.3,AK,US,-177.6696,51.2811,2018
2.03,CA,US,-116.2748333,32.8878333,2018
2.2,AK,US,-177.6848,51.2977,2018
2.5,AK,US,-144.2453,69.472,2018
4.3,,Russia,162.9434,56.2792,2018
2.5,AK,US,-144.7092,69.5157,2018
2.04,CA,US,-123.7971667,40.131,2018
2.4,AK,US,-177.6859,51.2618,2018
2.92,HI,US,-155.4095,19.2065,2018
2.5,AK,US,-145.175,69.5752,2018
3.8,AK,US,-144.4912,69.5181,2018
2.1,AK,US,-177.6671,51.3104,2018
2.9,AK,US,-145.0393,69.5979,2018
2.2,AK,US,-144.4604,69.5372,2018
3.7,AK,US,-178.3634,51.4666,2018
4.7,,New Caledonia,169.2947,-21.9931,2018
5,,Peru,-69.5081,-17.2288,2018
4.3,,Philippines,125.9332,3.8875,2018
3.7,AK,US,-144.4618,69.5616,2018
5,,Iran,54.2142,27.1117,2018
4.2,,Papua New Guinea,155.3829,-6.946,2018
4.4,,Iran,54.2274,27.184,2018
2.4,AK,US,-144.43,69.4859,2018
2.1,AK,US,-163.8301,54.2526,2018
5,,Japan region,143.9797,23.0789,2018
4.3,,Fiji,-178.047,-18.1574,2018
2.2,AK,US,-144.221,69.4402,2018
4.6,,Fiji,-177.8599,-17.8841,2018
2.22,ID,US,-111.4576667,42.454,2018
4.2,,Fiji,-178.2961,-17.7637,2018
2.3,AK,US,-146.9848,69.0424,2018
2.9,,Russia,-173.5531,64.2226,2018
2.4,AK,US,-144.6722,69.5218,2018
2.3,AK,US,-170.9052,64.2631,2018
3,AK,US,-145.2649,69.5691,2018
2.9,AK,US,-149.8829,56.0304,2018
2.7,AK,US,-149.7827,55.9982,2018
2.3,AK,US,-147.4783,69.1872,2018
2.8,AK,US,-144.7392,69.5602,2018
4.1,,Mexico,-104.997,17.5508,2018
4.2,,Fiji,-177.9296,-17.5977,2018
2.6,KS,US,-99.0147,39.2871,2018
2.1,AK,US,-165.6441,53.4758,2018
2.5,AK,US,-144.857,69.5364,2018
2.49,ID,US,-111.4755,42.685,2018
2.2,AK,US,-144.9393,69.5561,2018
3.3,AK,US,-145.3782,69.6088,2018
4.1,,Fiji,-178.3978,-18.1118,2018
2.02,CA,US,-123.1493333,40.2165,2018
4,,Chile,-70.4969,-20.1566,2018
4.1,,Argentina,-67.0548,-23.9307,2018
4,AK,US,-144.143,69.5234,2018
2.7,AK,US,-163.4474,67.7602,2018
2.1,AK,US,-169.7065,52.5368,2018
2.7,AK,US,-144.2976,69.4784,2018
2.26,KY,US,-88.9245,37.0283333,2018
2.1,AK,US,-144.4404,69.4808,2018
2.2,AK,US,-144.867,69.5592,2018
2.4,KS,US,-98.0011,38.0225,2018
2.46,CA,US,-122.7276667,38.7633333,2018
2.5,AK,US,-179.1536,51.379,2018
2.5,AK,US,-179.8324,51.2152,2018
3.6,AK,US,-144.199,69.4801,2018
2.2,AK,US,-144.446,69.4835,2018
2.9,AK,US,-144.7184,69.5559,2018
2.2,AK,US,-178.0513,51.341,2018
2.1,AK,US,-144.161,69.4421,2018
4.2,,Indonesia,116.0527,-8.3321,2018
2.5,AK,US,-149.0539,55.6535,2018
2.1,AK,US,-144.9133,69.5467,2018
4.5,,Fiji region,-177.8362,-18.04,2018
2.31,HI,US,-155.8906667,19.4523333,2018
2.4,AK,US,-168.6459,52.3536,2018
4.2,,South Sandwich Islands region,-24.843,-58.0598,2018
2.6,ID,US,-111.4214,42.6805,2018
2.4,ID,US,-111.5771,42.7513,2018
2.1,AK,US,-169.5781,52.6244,2018
2.7,AK,US,-145.1545,69.5765,2018
2.2,AK,US,-177.6327,51.2751,2018
2.3,AK,US,-153.2834,60.1889,2018
2.43,HI,US,-155.2791667,19.4186667,2018
4.4,,south of the Kermadec Islands,-179.2669,-34.5018,2018
2.4,AK,US,-146.5258,69.1869,2018
4.1,,Japan,142.0799,41.5593,2018
2.2,AK,US,-168.2537,52.7877,2018
2.3,AK,US,-168.1432,52.7046,2018
2.9,,northern Alaska,-144.1929,69.4504,2018
3.33,,U.S. Virgin Islands,-65.1301,19.6346,2018
4.7,,Northern Mariana Islands,147.2392,17.1696,2018
4.1,,Russia,147.0506,45.8588,2018
2.1,AK,US,-144.4314,69.5158,2018
2.5,AK,US,-148.2211,68.6907,2018
4.3,,Afghanistan,70.1837,36.5167,2018
2.4,AK,US,-149.3533,55.9301,2018
2.3,AK,US,-144.7781,69.5362,2018
4.5,,Peru,-76.0277,-9.3519,2018
2.22,WA,US,-122.6028333,47.6875,2018
4.4,,El Salvador,-89.2252,12.8721,2018
2.4,AK,US,-144.9434,69.5698,2018
2.2,AK,US,-144.6869,69.5253,2018
2.6,,northern Alaska,-144.2669,69.4751,2018
2.54,,Puerto Rico,-67.1833,18.1213,2018
2.1,AK,US,-159.5178,55.188,2018
2.52,,Puerto Rico,-67.4823,18.7605,2018
2.1,AK,US,-144.5319,69.4904,2018
2.1,NV,US,-116.746,40.3211,2018
2.5,AK,US,-148.8885,55.8729,2018
2.81,CA,US,-119.984,36.0296667,2018
2.4,AK,US,-169.6122,52.5513,2018
2.2,AK,US,-149.4237,60.6732,2018
2.3,AK,US,-145.2594,69.6344,2018
4.4,,Papua New Guinea,142.8324,-5.7403,2018
2.4,AK,US,-149.3268,55.8196,2018
2.3,AK,US,-163.7605,54.4415,2018
4.8,,West Chile Rise,-87.5537,-41.3369,2018
2.4,AK,US,-144.6538,69.5503,2018
4,,Fiji,-178.4525,-17.8522,2018
2.1,NV,US,-116.3862,40.9995,2018
4.5,,Japan,144.4766,37.7816,2018
4.2,,Chile,-68.7566,-21.2273,2018
2.7,AK,US,-177.7603,51.4995,2018
2.1,AK,US,-152.8222,59.8817,2018
2.6,AK,US,-143.8968,69.4677,2018
4.2,AK,US,-167.8297,52.9266,2018
4.3,,Japan,130.4738,31.1137,2018
2.6,KS,US,-97.9562,37.3644,2018
2.39,,Puerto Rico,-66.9773,17.8613,2018
4,,Chile,-70.5476,-22.3228,2018
2.46,,Puerto Rico,-66.9508,17.8513,2018
4.1,,Japan,141.6628,37.8089,2018
2.7,AK,US,-144.4601,69.4845,2018
2.6,AK,US,-144.2777,69.5153,2018
5.4,,Philippines,126.0575,11.153,2018
2.3,AK,US,-144.2728,69.485,2018
2.3,AK,US,-164.0156,53.9031,2018
2.5,AK,US,-144.3771,69.5554,2018
4.3,,Northern Mariana Islands,146.8822,14.3838,2018
2.54,,Puerto Rico,-66.3073,18.4011,2018
2.5,AK,US,-144.3703,69.5208,2018
2.6,AK,US,-136.4686,58.8767,2018
2.8,AK,US,-144.3674,69.4685,2018
2.8,AK,US,-144.3847,69.4698,2018
2.5,AK,US,-144.1497,69.4652,2018
2.3,AK,US,-144.4,69.4805,2018
2.8,AK,US,-149.4108,56.0203,2018
4.5,,Azores Islands region,-34.2527,36.0957,2018
2.7,AK,US,-177.679,51.1968,2018
2.9,AK,US,-144.462,69.5442,2018
3.6,CO,US,-104.8541,36.9477,2018
2.5,CA,US,-117.7985,33.829,2018
2.06,CA,US,-120.0111667,36.0206667,2018
2.4,AK,US,-144.1885,69.4871,2018
4.3,,Papua New Guinea,151.2261,-4.9948,2018
4.6,,northern Mid-Atlantic Ridge,-45.3955,25.6482,2018
4.4,,Indonesia,116.7299,-8.3635,2018
4.5,,Northern Mariana Islands,144.1195,19.9427,2018
4.2,,Fiji,-177.9565,-17.9449,2018
3.3,CO,US,-104.8615,36.9806,2018
2.1,AK,US,-144.6686,69.5482,2018
4.8,,Azores Islands region,-34.1607,36.2888,2018
4.2,,Fiji,-178.3318,-18.559,2018
2.1,AK,US,-144.1363,69.4994,2018
7.1,,Peru,-70.8284,-11.0355,2018
4.4,,western Indian-Antarctic Ridge,126.9611,-49.9739,2018
2.2,AK,US,-149.7027,61.5745,2018
3.34,,U.S. Virgin Islands,-64.9436,19.666,2018
4.6,,Tonga,-172.9224,-15.4134,2018
4.1,CO,US,-108.3896,39.7504,2018
2.8,OR,US,-125.4033,44.228,2018
5.5,,India,91.7115,10.5407,2018
2.8,CO,US,-108.4272,39.7293,2018
4.4,,India,91.5782,10.9995,2018
2.4,AK,US,-158.9766,53.4507,2018
2.1,AK,US,-178.1808,51.3194,2018
2.1,AK,US,-144.2229,69.472,2018
2.7,,Canada,-134.5183,65.4788,2018
2.8,AK,US,-152.3577,61.0416,2018
4.2,,Guam,143.5833,13.3407,2018
4.6,,India,91.5787,10.7028,2018
4.3,,Indonesia,126.2083,1.0704,2018
4.4,,New Zealand,173.1506,-41.4867,2018
4.2,,Philippines,126.6522,5.8729,2018
4.1,,Indonesia,116.8739,-8.3458,2018
4.6,,Northern Mariana Islands,146.6127,14.6994,2018
4.2,,Fiji,-178.1243,-18.0815,2018
5.3,,Japan,142.6273,41.1252,2018
2.4,AK,US,-143.9714,69.4559,2018
2.7,HI,US,-155.1933333,19.3278333,2018
2.7,AK,US,-144.4082,69.4826,2018
2.1,AK,US,-147.7887,60.3758,2018
2.1,AK,US,-144.2565,69.4627,2018
2.81,,Dominican Republic,-68.2473,18.1755,2018
2.8,AK,US,-149.0338,56.0618,2018
2.6,AK,US,-153.2667,60.0003,2018
2.9,,Gulf of Alaska,-145.8188,57.0702,2018
4.6,,Philippines,124.828,13.2849,2018
5.4,,Papua New Guinea,147.1818,-5.9157,2018
2.6,AK,US,-144.5749,69.5055,2018
2.5,AK,US,-151.3338,60.9431,2018
3.9,OR,US,-127.3526,43.5999,2018
2.3,AK,US,-165.8949,53.5703,2018
4.7,,Tonga,-175.6199,-20.1137,2018
4.5,,Fiji,-179.0569,-18.638,2018
4.1,,Iran,54.2418,27.1028,2018
4.6,,Philippines,121.5665,12.9049,2018
2.2,AK,US,-152.9103,56.8384,2018
2.7,AK,US,-159.7986,55.5006,2018
4.3,,Fiji,-179.1225,-18.6634,2018
3.2,AK,US,-149.218,56.3107,2018
4.4,,south of the Fiji Islands,-179.813,-24.3559,2018
2.2,AK,US,-179.8099,50.9776,2018
4.4,,Mid-Indian Ridge,78.0099,-33.5554,2018
2.39,CA,US,-116.0788333,35.9835,2018
3.9,,Fiji,-179.1723,-18.8394,2018
2.6,AK,US,-149.0218,55.8615,2018
4.1,,Fiji,-177.9287,-17.7654,2018
4.6,,Japan,142.0316,40.558,2018
2.38,ID,US,-111.411,42.5006667,2018
2.7,AK,US,-147.5258,69.2134,2018
2.7,AK,US,-144.8019,69.5569,2018
2.79,,Puerto Rico,-66.2556,18.3145,2018
2.1,AK,US,-144.4732,69.4037,2018
2.1,AK,US,-144.3298,69.4235,2018
2.9,AK,US,-144.5196,69.5143,2018
4.7,,Japan,127.3092,24.3515,2018
3.9,AK,US,-163.677,53.3999,2018
2.5,,Aleutian Islands,178.7221,51.8228,2018
2.4,AK,US,-144.1946,69.4499,2018
2.9,,Russia,-173.8675,64.2372,2018
2.3,AK,US,-144.1491,69.4355,2018
4.1,,Bolivia,-66.4756,-14.4008,2018
2.67,,Puerto Rico,-67.0808,18.736,2018
4.2,,Vanuatu,167.4431,-14.6429,2018
4.5,,Timor Leste,127.7883,-7.4917,2018
3.1,,Russia,-172.1885,64.4243,2018
2.3,AK,US,-166.2962,53.7705,2018
2.3,AK,US,-177.5836,51.3285,2018
2.3,AK,US,-153.3148,60.2077,2018
4.4,,Chile,-72.1389,-33.0931,2018
4,,Kazakhstan,80.8057,44.9647,2018
2.3,KS,US,-97.8488,37.3434,2018
4.3,,Tonga,-177.84,-20.6788,2018
2.5,AK,US,-144.8304,69.5893,2018
2.1,AK,US,-144.3899,69.5118,2018
2.6,AK,US,-170.0362,52.6245,2018
3.2,AK,US,-144.2283,69.4994,2018
2.7,AK,US,-144.1599,69.4565,2018
2.11,CA,US,-115.614,33.1158333,2018
2.28,CA,US,-115.6158333,33.12,2018
2.4,AK,US,-144.6917,69.5395,2018
2.1,AK,US,-176.5136,51.9084,2018
2.1,AK,US,-144.4655,69.5353,2018
2.79,,Puerto Rico,-67.8881,18.0818,2018
4,,Dominican Republic,-69.9258,19.61,2018
2.1,AK,US,-144.6066,69.503,2018
2.1,AK,US,-179.862,51.0486,2018
4.1,,Fiji,-178.024,-17.9486,2018
2.5,AK,US,-144.3647,69.4703,2018
4,,Fiji,-177.9577,-17.1283,2018
2.4,AK,US,-144.3168,69.4872,2018
2.2,AK,US,-144.2509,69.4419,2018
3.6,AK,US,-144.2751,69.5025,2018
4.4,,Japan region,139.743,27.8488,2018
2.1,AK,US,-148.519,62.0236,2018
3.4,CO,US,-108.4262,39.729,2018
3.41,,Dominican Republic,-68.1033,19.7011,2018
4.1,AK,US,-166.7277,53.1674,2018
2.4,AK,US,-144.5124,69.533,2018
3.1,AK,US,-144.4396,69.4925,2018
3.32,,U.S. Virgin Islands,-64.5621,19.3356,2018
4.6,,Indonesia,120.6514,-1.3503,2018
2.2,AK,US,-144.4491,69.5351,2018
2.1,AK,US,-144.6533,69.5517,2018
2.1,AK,US,-144.8292,69.5033,2018
2.4,AK,US,-144.2698,69.5,2018
2.1,AK,US,-145.0049,69.5941,2018
2.2,AK,US,-144.3851,69.4889,2018
2.9,AK,US,-144.4639,69.5481,2018
2.28,CA,US,-119.584,35.4201667,2018
4.1,,Fiji,-178.013,-18.148,2018
3.3,AK,US,-144.2194,69.4418,2018
2.4,OK,US,-98.9221,36.1963,2018
2.5,AK,US,-144.6811,69.5216,2018
2.1,AK,US,-177.7729,51.0391,2018
3.1,OR,US,-126.4737,42.9752,2018
2.2,AK,US,-177.8016,51.2703,2018
4.2,,New Caledonia,169.5007,-21.2925,2018
2.7,AK,US,-144.9484,69.6106,2018
4.5,,south of the Fiji Islands,179.2242,-23.2092,2018
4.4,,Indonesia,116.5751,-8.3006,2018
4.2,,Indonesia,111.7478,-11.1846,2018
5.9,AK,US,-171.1246,52.0948,2018
3.6,AK,US,-170.2438,51.9495,2018
2.05,CA,US,-119.5938333,35.4146667,2018
2.7,AK,US,-148.7611,56.6831,2018
4,AK,US,-170.9431,52.0999,2018
2.32,,B.C.,-115.2128333,32.4008333,2018
4.5,,Kermadec Islands region,-177.2481,-28.6818,2018
3.3,AK,US,-170.864,51.8798,2018
2.9,AK,US,-147.3868,60.6934,2018
2.25,HI,US,-155.2573395,19.9680004,2018
2.3,AK,US,-144.6681,69.5093,2018
3.2,AK,US,-149.2033,64.6164,2018
3.1,AK,US,-170.9181,51.8704,2018
2.89,HI,US,-155.1823333,19.345,2018
4.7,,Russia,149.609,44.2579,2018
2.1,NV,US,-116.5173,41.0796,2018
2.6,AK,US,-144.2796,69.4571,2018
5.5,,Indonesia,116.9263,-8.422,2018
2.7,AK,US,-148.0833,68.8411,2018
3.4,,U.S. Virgin Islands,-64.2831,17.6421,2018
3.1,AK,US,-170.951,52.2484,2018
4.6,,Indonesia,116.9882,-8.3893,2018
3,AK,US,-170.8472,51.8238,2018
2.4,NV,US,-116.5212,41.072,2018
4.9,,Tonga,-174.008,-19.5343,2018
3,AK,US,-167.0167,53.1872,2018
2.2,AK,US,-166.9391,53.1058,2018
4.5,,Russia,149.6081,44.228,2018
2.2,AK,US,-144.5118,69.5138,2018
3.4,WY,US,-105.3123,43.7781,2018
2.28,CA,US,-116.2676667,32.8921667,2018
3.2,AK,US,-144.9268,69.5326,2018
3.2,AK,US,-148.6391,56.4306,2018
4.3,,northern Mid-Atlantic Ridge,-46.7501,17.8736,2018
2.4,AK,US,-176.1529,51.4463,2018
2.4,AK,US,-178.0624,51.1706,2018
3.1,AK,US,-151.5062,58.2251,2018
2.99,,Dominican Republic,-67.9465,18.7966,2018
2.8,AK,US,-144.4174,69.4951,2018
3,AK,US,-144.8069,69.4936,2018
2.41,HI,US,-155.941,20.8626667,2018
3.2,AK,US,-170.7928,51.9358,2018
2.84,,Puerto Rico,-66.368,18.5041,2018
2.9,AK,US,-172.0205,52.1561,2018
6,,Iran,46.2422,34.6111,2018
3.7,AK,US,-149.1944,55.7041,2018
4.7,AK,US,-149.2041,55.709,2018
4.3,,Iran,46.2561,34.6443,2018
3.14,HI,US,-155.1423333,19.3281667,2018
2.57,CA,US,-124.9861667,40.7466667,2018
2.3,,northern Alaska,-144.2764,69.5004,2018
3.1,AK,US,-148.1313,68.8718,2018
4.4,,Iran,46.2361,34.5676,2018
2.79,HI,US,-155.5383333,19.1645,2018
4.3,,Mexico,-95.1399,16.2821,2018
4.2,,south of the Fiji Islands,179.4181,-23.3164,2018
4.4,,Indonesia,140.5999,-3.433,2018
4.3,,Iran,46.5108,34.7062,2018
2.4,AK,US,-144.3464,69.5166,2018
3.2,AK,US,-159.5431,55.0599,2018
2.5,HI,US,-155.6173333,19.4345,2018
2.8,AK,US,-150.3223,55.9746,2018
2.8,AK,US,-149.8538,61.9376,2018
4.3,,Fiji,-178.233,-18.0041,2018
4.5,,Fiji,-177.8869,-17.9967,2018
4.4,,Fiji,-178.0182,-18.1674,2018
2.8,,Aleutian Islands,-171.0165,52.127,2018
2.1,AK,US,-177.0935,51.5706,2018
4.1,,Fiji,-178.1496,-18.1439,2018
2.1,NV,US,-118.9251,38.4002,2018
2.5,AK,US,-149.233,55.8425,2018
4.9,,Indonesia,116.9485,-8.4768,2018
2.4,AK,US,-144.7514,69.5846,2018
2.2,AK,US,-144.2364,69.4724,2018
4.2,,Timor Leste,128.914,-7.689,2018
4.2,,Vanuatu,167.0845,-13.29,2018
2.06,CA,US,-120.816,39.8971667,2018
2.8,AK,US,-161.9425,55.6489,2018
2.1,OK,US,-97.9124,35.4752,2018
2.8,AK,US,-170.8869,51.9724,2018
4.2,,Iran,46.2057,34.5657,2018
2.3,OK,US,-98.9125,36.1996,2018
5.2,,Papua New Guinea,152.143,-5.0508,2018
4.6,,Russia,149.663,44.1046,2018
2.12,MT,US,-113.1663333,45.7451667,2018
2.5,,northern Alaska,-144.395,69.4916,2018
5.2,,Russia,149.5591,44.2437,2018
4.2,,Fiji,-178.1386,-17.9152,2018
2.2,AK,US,-144.4006,69.4707,2018
2.8,KS,US,-97.3712,37.0596,2018
2.09,UT,US,-111.0573333,41.6438333,2018
4.6,,Russia,149.7242,44.1254,2018
2.1,AK,US,-156.0373,56.6949,2018
2.6,AK,US,-144.0911,69.4428,2018
2.5,KS,US,-97.839,37.3336,2018
3,OR,US,-128.0385,43.4494,2018
2.7,AK,US,-170.9052,51.9072,2018
4.1,,Russia,149.5965,44.0968,2018
4.4,,Russia,150.4796,43.3076,2018
2.72,HI,US,-155.1278333,19.3541667,2018
4.3,,Russia,149.4413,44.2989,2018
5.4,,Tonga,-173.909,-20.8873,2018
4.1,,Fiji,-178.5728,-17.7109,2018
2.5,AK,US,-145.3884,69.6252,2018
2.4,KS,US,-97.881,37.2215,2018
4.6,,Russia,149.6345,44.1767,2018
2.1,AK,US,-151.8374,60.6677,2018
2.2,AK,US,-144.1859,69.4466,2018
4.2,,Russia,149.44,44.3634,2018
4,,Iran,46.3395,34.6463,2018
2.5,,Aleutian Islands,-170.8535,51.8526,2018
4.5,,Russia,149.6472,44.0472,2018
2.37,CA,US,-122.8346667,38.8385,2018
2.5,AK,US,-150.2083,55.7858,2018
2.3,AK,US,-145.255,69.6059,2018
5.2,,South Sandwich Islands region,-27.6017,-56.2161,2018
2.6,AK,US,-174.7453,52.3775,2018
4.5,,Iran,46.1467,34.5589,2018
4.8,,Papua New Guinea,147.2772,-5.4641,2018
4.4,,Russia,149.6934,44.0965,2018
4.2,,Russia,149.8689,43.6929,2018
2.03,CA,US,-116.3735,33.3543333,2018
2.6,,Gulf of Alaska,-145.8286,57.1239,2018
2.23,HI,US,-155.3128333,19.42,2018
4.1,,Fiji,-177.9139,-17.7488,2018
2.3,AK,US,-144.5042,69.5276,2018
2.28,,Puerto Rico,-67.3611,18.7306,2018
4.4,,Tonga,-173.7893,-20.6667,2018
4.1,,Indonesia,128.5869,-5.619,2018
4,,Gulf of Alaska,-145.7727,56.9377,2018
3,,Gulf of Alaska,-145.7823,56.971,2018
2.3,,Aleutian Islands,-177.9242,51.2115,2018
4.6,,Timor Leste,128.9003,-7.0802,2018
3.38,,U.S. Virgin Islands,-64.921,19.4586,2018
2.8,AK,US,-151.3033,63.522,2018
2.1,AK,US,-146.5955,68.9113,2018
2.8,AK,US,-174.5201,52.3759,2018
4.1,,Tajikistan,72.1436,37.5038,2018
2.2,AK,US,-146.6362,68.864,2018
3,AK,US,-149.3216,62.7067,2018
2.8,AK,US,-151.151,62.9127,2018
4.3,,Tajikistan,72.1844,37.4838,2018
2.5,AK,US,-144.4689,69.4744,2018
4.6,,Indonesia,128.282,2.1554,2018
5,,Indonesia,136.7759,-3.0945,2018
4.5,,Indonesia,102.0273,-3.2681,2018
2.1,AK,US,-149.0696,62.4346,2018
4.5,,Timor Leste,127.9304,-7.5939,2018
4.1,,Fiji region,-177.7067,-17.4542,2018
2.1,AK,US,-152.7579,60.0844,2018
4.2,,Iran,46.1194,34.619,2018
2.1,AK,US,-144.5027,69.4998,2018
4.5,,Argentina,-66.8527,-23.0941,2018
4.1,,Fiji region,-177.8689,-17.7062,2018
4.5,,New Caledonia,170.3931,-22.3199,2018
5.4,,New Caledonia,170.28,-22.1324,2018
2.1,AK,US,-150.7325,63.1522,2018
3.03,,Puerto Rico,-65.522,19.1663,2018
4.4,,Iran,47.9336,32.0794,2018
4.2,,Japan region,141.7761,24.1646,2018
2.1,AK,US,-144.4131,69.5059,2018
2.37,HI,US,-155.5143333,19.2016667,2018
2.5,WY,US,-105.4389,43.606,2018
3.37,,U.S. Virgin Islands,-64.53,19.1775,2018
4.3,,Fiji,-178.3765,-18.0334,2018
2.48,CA,US,-120.2725,36.4148333,2018
3.03,CA,US,-124.5805,40.2913333,2018
2.3,AK,US,-153.0508,59.927,2018
2.9,AK,US,-174.2718,52.0036,2018
2.66,,Puerto Rico,-67.566,18.2071,2018
3.1,WY,US,-105.3089,43.6224,2018
2.5,AK,US,-144.5281,69.4915,2018
3.2,AK,US,-150.0732,56.1485,2018
4.5,,Peru,-70.5862,-11.2498,2018
2.89,HI,US,-154.9891667,19.3635,2018
2.6,AK,US,175.5464,51.3087,2018
2.01,MT,US,-110.5758333,44.4655,2018
4.6,,Tanzania,30.9922,-6.4494,2018
2.7,AK,US,-149.7719,55.7568,2018
2.7,AK,US,-157.9409,55.0162,2018
2.2,AK,US,-153.1605,60.198,2018
4.9,,New Caledonia,170.1013,-22.406,2018
4.6,,New Caledonia,170.0357,-22.728,2018
3.1,AK,US,-144.4859,69.5477,2018
2.9,AK,US,-166.0796,53.5804,2018
4.2,,Fiji,-178.3107,-16.6939,2018
2.13,AL,US,-86.5756667,34.9525,2018
2.1,AK,US,-144.1021,69.4643,2018
2.4,AK,US,-144.6686,69.5295,2018
4.7,,Russia,149.4877,44.1905,2018
3.1,AK,US,-145.3919,69.6193,2018
4.7,,Indonesia,123.3951,-10.0649,2018
3.6,AK,US,-145.2076,69.5948,2018
2.2,AK,US,-145.1101,69.5715,2018
2.2,AK,US,-144.1157,69.4554,2018
2.2,AK,US,-144.6654,69.5268,2018
2.27,ID,US,-116.0551667,44.4408333,2018
2.01,CA,US,-123.0743333,40.1646667,2018
4,AK,US,-176.0839,50.963,2018
2.9,AK,US,-144.4251,69.5024,2018
2.1,AK,US,-144.4051,69.4716,2018
5,,Russia,158.6941,58.7251,2018
4.6,,Tonga,-174.6259,-18.7736,2018
4.2,,Peru,-78.2731,-9.7298,2018
2.34,CA,US,-121.4248333,36.7776667,2018
3.2,AK,US,-157.1988,66.2944,2018
3.1,AK,US,-170.8972,51.8986,2018
4.6,,Fiji,-178.9468,-19.8614,2018
4.3,,Chile,-68.2236,-23.3534,2018
3,AK,US,176.2966,51.7301,2018
2.7,AK,US,-144.5241,69.4858,2018
4.3,,south of the Fiji Islands,179.7499,-25.6238,2018
2.5,AK,US,-144.6159,69.5106,2018
4.2,,south of the Fiji Islands,179.7986,-24.3414,2018
2.7,CA,US,-118.8748333,37.5478333,2018
4.1,,Fiji,-177.9021,-17.8791,2018
2.3,AK,US,-144.6563,69.5402,2018
2.2,AK,US,-144.3948,69.4654,2018
2.5,AK,US,-176.1507,51.0079,2018
4.5,,Chile,-68.681,-21.0984,2018
3.4,KS,US,-97.9945,37.3656,2018
2.2,AK,US,-144.6553,69.5161,2018
4,,Argentina,-66.9729,-24.0446,2018
2.18,HI,US,-155.2653333,19.4155,2018
2.5,ID,US,-112.0403,44.7534,2018
4.2,,Chile,-72.207,-31.0459,2018
2.33,,Puerto Rico,-65.9113,18.3326,2018
2.3,AK,US,-167.0806,53.083,2018
2.4,,Puerto Rico,-67.3701,18.1453,2018
5,,Chile,-71.5452,-29.7178,2018
4.2,,Papua New Guinea,154.7728,-5.8354,2018
2.1,AK,US,-151.9992,59.38,2018
2.33,CA,US,-120.7148333,36.3188333,2018
4.6,,Fiji,-178.4459,-18.0626,2018
2.4,KS,US,-97.8647,37.3972,2018
2.3,AK,US,-144.175,69.4561,2018
3,AK,US,-149.2343,56.0359,2018
2.2,HI,US,-155.3153333,19.4203333,2018
4.7,,Fiji,-179.32,-17.1692,2018
2.2,AK,US,-144.3419,69.4894,2018
4.5,,south of the Fiji Islands,179.9496,-24.743,2018
2.1,AK,US,-144.3936,69.505,2018
4.9,,Pakistan,62.9048,25.0779,2018
4.5,,Indonesia,134.1475,-4.8389,2018
4.6,,Northern Mariana Islands,147.1495,14.8022,2018
4,,Indonesia,118.5841,-9.1824,2018
4.2,,Fiji region,-179.0807,-21.7835,2018
4.5,,Kermadec Islands region,178.6046,-29.6092,2018
2.7,AK,US,-147.5519,64.0463,2018
2.3,AK,US,-144.4185,69.4898,2018
2.9,AK,US,-144.2615,69.4402,2018
3.27,,Puerto Rico,-65.3368,18.8561,2018
2.6,AK,US,-173.2182,52.3141,2018
2.2,AK,US,-144.6223,69.5119,2018
2.2,CA,US,-116.794,33.4776667,2018
4.2,,Kermadec Islands region,-179.0444,-31.6203,2018
2.3,AK,US,-176.0978,50.9528,2018
2.1,AK,US,-144.5022,69.5038,2018
2.6,AK,US,-144.5449,69.5189,2018
4.2,,Iran,46.2537,34.6959,2018
4.7,,Russia,153.925,49.972,2018
4.1,,Indonesia,140.827,-3.4578,2018
2.45,CA,US,-121.9555,38.1101667,2018
2.7,OK,US,-98.8135,36.4596,2018
3.2,AK,US,-170.9025,52.0221,2018
2.33,CA,US,-122.7163333,38.768,2018
4.6,,southeast of the Loyalty Islands,172.1265,-22.5256,2018
2.4,AK,US,-144.4558,69.4646,2018
3.5,AK,US,-145.3715,69.6551,2018
4.8,,Tonga,-172.9626,-15.1804,2018
2.6,AK,US,-144.4253,69.4587,2018
2.5,AK,US,-144.6172,69.5066,2018
2.7,AK,US,-148.8513,55.9357,2018
2.7,AK,US,-170.1616,52.579,2018
2.18,,Puerto Rico,-66.1516,18.1326,2018
3.03,CA,US,-116.2145,33.8978333,2018
4.3,,Indonesia,126.7286,2.2645,2018
3.3,AK,US,-144.1781,69.446,2018
2.3,AK,US,-144.2974,69.4735,2018
2.36,OR,US,-119.0931667,43.6486667,2018
4.4,,Japan region,140.3829,27.3113,2018
3.1,AK,US,-144.7359,69.5832,2018
5.6,,South Shetland Islands,-58.0488,-61.7941,2018
3.1,AK,US,-148.9921,55.9144,2018
4.2,,Fiji,-178.3317,-17.954,2018
4.5,,south of the Fiji Islands,-179.2423,-22,2018
4.6,,Fiji,-178.0335,-18.036,2018
2.9,AK,US,-149.0566,56.0111,2018
2.9,AK,US,-144.5442,69.4701,2018
4.3,,Fiji,-178.4767,-18.3035,2018
4.7,,Peru,-69.8387,-17.6048,2018
2.8,WY,US,-106.744,45.0291,2018
2.7,AK,US,-153.3111,56.0208,2018
